"gene"	"ncpgs_orig"	"ncpgs"	"treatment.ratio"	"converged"	"p.value.treatment"	"p.value.inter"	"adj.p.value.treatment"	"adj.p.value.inter"
"SpisGene1"	64	64	0.887443933497492	1	0.480361011706092	3.12230716086213e-06	1	0.000322939937843563
"SpisGene2"	27	27	1.09945232502336	1	0.0602313127876396	0.0012636521501545	0.219630951769623	0.0432967131447674
"SpisGene3"	111	110	1.02082288863166	1	0.0376731339915404	1	0.159742748614704	1
"SpisGene4"	156	155	1.04679043938344	1	1.18189308503101e-06	1	7.43182430229443e-05	1
"SpisGene5"	181	169	0.975967804557206	1	0.93927858313052	1	1	1
"SpisGene6"	39	39	1	1	1	1	1	1
"SpisGene8"	96	84	1	1	1	1	1	1
"SpisGene12"	30	28	1	1	1	1	1	1
"SpisGene14"	126	125	1.02736559581503	1	0.00224477308259509	1	0.0222009863316173	1
"SpisGene15"	48	44	1	1	1	1	1	1
"SpisGene19"	54	54	1	1	1	1	1	1
"SpisGene20"	181	172	1.03463378399432	1	8.39016432724395e-10	1	1.65810622517159e-07	1
"SpisGene21"	52	52	1.03317585877356	1	0.00297128470705442	1	0.0271762048371663	1
"SpisGene22"	205	201	1.01139652828561	1	0.439480159966561	1	1	1
"SpisGene23"	95	89	1	1	1	1	1	1
"SpisGene24"	109	109	1	1	1	1	1	1
"SpisGene25"	8	8	1	1	1	1	1	1
"SpisGene26"	25	24	1.09032119095387	1	0.0812249093244416	1	0.269519075668583	1
"SpisGene27"	59	59	1.02988384215909	1	0.10698952396694	1	0.328794689667143	1
"SpisGene28"	155	149	1	1	1	1	1	1
"SpisGene29"	78	77	1	1	1	1	1	1
"SpisGene30"	127	119	1	1	1	1	1	1
"SpisGene31"	451	449	1.01401029099012	1	0.0022978990161835	1	0.0226253099751804	1
"SpisGene33"	60	60	1	1	1	1	1	1
"SpisGene34"	63	60	1.14271962167513	1	5.29437964379282e-05	1	0.00144673825970013	1
"SpisGene40"	121	116	1.0241261146272	1	0.0455683410578111	1	0.182719141480723	1
"SpisGene43"	146	146	1.0441548218986	1	0.000371865396511357	1	0.00632171174069307	1
"SpisGene44"	106	102	1.02511975622774	1	0.000217208763114988	1	0.00428766195776814	1
"SpisGene48"	40	37	1	1	1	1	1	1
"SpisGene50"	60	58	1	1	1	1	1	1
"SpisGene51"	59	59	1	1	1	1	1	1
"SpisGene52"	278	278	1.01487728790266	1	0.00589473132565261	1	0.0444999942571606	1
"SpisGene53"	30	29	1	1	1	1	1	1
"SpisGene54"	269	261	1	1	1	1	1	1
"SpisGene55"	25	21	0.955747685216968	1	0.077550223771925	1	0.260075250449665	1
"SpisGene56"	140	140	1.0271355495099	1	0.000918870316676093	1	0.0119636915231227	1
"SpisGene59"	34	33	0.958274717221163	1	0.161613889921954	1	0.444744867907899	1
"SpisGene61"	55	51	1.03594670361233	1	8.02420228186246e-05	1	0.00197341881451937	1
"SpisGene63"	115	114	1	1	1	1	1	1
"SpisGene64"	76	75	1	1	1	1	1	1
"SpisGene65"	83	81	1	1	1	1	1	1
"SpisGene67"	16	15	0.96671391654484	1	0.0970151222908119	1	0.306098901001375	1
"SpisGene68"	329	329	1	1	1	1	1	1
"SpisGene69"	18	18	1.03261683080596	1	0.243712548257957	1	0.623190104337062	1
"SpisGene72"	39	39	0.938872950172884	1	0.00198472378567405	1	0.020489681097066	1
"SpisGene74"	14	11	1	1	1	1	1	1
"SpisGene79"	75	74	1	1	1	1	1	1
"SpisGene80"	23	22	1	1	1	1	1	1
"SpisGene81"	123	122	1.0543550779811	1	4.89937807154198e-06	1	0.000239917774857323	1
"SpisGene83"	63	56	0.940811067601804	1	0.00745127758243071	1	0.052793398850679	1
"SpisGene85"	73	68	0.853686637752584	1	2.26238709849223e-11	1	6.41995846641373e-09	1
"SpisGene86"	80	80	1	1	1	1	1	1
"SpisGene87"	17	16	1.02669474846206	1	0.79492684041702	0.00370888783214614	1	0.107170395922614
"SpisGene88"	39	38	1	1	1	1	1	1
"SpisGene90"	26	22	1	1	1	1	1	1
"SpisGene91"	57	57	1	1	1	1	1	1
"SpisGene93"	86	85	1	1	1	1	1	1
"SpisGene94"	191	191	1	1	1	1	1	1
"SpisGene95"	39	37	0.952734869509803	1	0.329852800511608	1	0.80709284617775	1
"SpisGene99"	16	16	1	1	1	1	1	1
"SpisGene100"	63	62	0.926482486892368	1	4.58855825820872e-06	1	0.000229780878930298	1
"SpisGene111"	30	28	1	1	1	1	1	1
"SpisGene112"	8	8	0.892671349458428	1	0.000727789120625505	1	0.0101186459773398	1
"SpisGene114"	22	20	1	1	1	1	1	1
"SpisGene115"	20	20	1	1	1	1	1	1
"SpisGene116"	108	92	1.04555057326267	1	0.00206744817272491	1	0.0210112930897882	1
"SpisGene117"	61	58	1	1	1	1	1	1
"SpisGene118"	16	8	1	1	1	1	1	1
"SpisGene122"	158	158	1	1	1	1	1	1
"SpisGene123"	72	62	1	1	1	1	1	1
"SpisGene124"	44	44	1	1	1	1	1	1
"SpisGene125"	171	147	1	1	1	1	1	1
"SpisGene127"	93	92	1	1	1	1	1	1
"SpisGene128"	115	110	0.970224649245515	1	0.279512360840127	1	0.69969764700694	1
"SpisGene130"	22	22	1	1	1	1	1	1
"SpisGene131"	44	42	1.0281191266901	1	0.0251517888494394	1	0.122085459296818	1
"SpisGene132"	32	31	1	1	1	1	1	1
"SpisGene134"	42	42	1	1	1	1	1	1
"SpisGene136"	52	52	1	1	1	1	1	1
"SpisGene137"	26	26	1.05845570844723	1	0.0195115472931455	1	0.103317843968058	1
"SpisGene139"	22	22	1.06772111501805	1	0.084003231137121	1	0.27634757353147	1
"SpisGene140"	18	17	0.874116828517087	1	0.00927773835561493	1	0.0620403204722601	1
"SpisGene141"	134	125	1	1	1	1	1	1
"SpisGene142"	120	115	1	1	1	1	1	1
"SpisGene143"	30	30	1.06862957586965	1	0.0371474695348861	1	0.158424294929705	1
"SpisGene144"	185	183	1	1	1	1	1	1
"SpisGene147"	90	90	0.980762817768301	1	0.0256837777125975	1	0.123685135929889	1
"SpisGene148"	175	166	0.954679119855435	1	0.145170523484477	1	0.410022859347421	1
"SpisGene153"	39	18	1	1	1	1	1	1
"SpisGene159"	36	36	1	1	1	1	1	1
"SpisGene160"	30	30	1	1	1	1	1	1
"SpisGene162"	31	31	1	1	1	1	1	1
"SpisGene163"	173	170	1	1	1	1	1	1
"SpisGene164"	106	106	1	1	1	1	1	1
"SpisGene165"	95	95	1	1	1	1	1	1
"SpisGene166"	16	16	1	1	1	1	1	1
"SpisGene167"	19	18	1	1	1	1	1	1
"SpisGene170"	153	153	1	1	1	1	1	1
"SpisGene172"	115	114	1	1	1	1	1	1
"SpisGene173"	18	18	1	1	1	1	1	1
"SpisGene176"	70	70	0.967391569437959	1	0.182977962918694	1	0.492106224938321	1
"SpisGene177"	113	112	1	1	1	1	1	1
"SpisGene178"	49	49	1	1	1	1	1	1
"SpisGene179"	15	15	1	1	1	1	1	1
"SpisGene181"	74	71	1	1	1	1	1	1
"SpisGene182"	46	45	0.960008791768378	1	0.105689312939647	1	0.325539556443938	1
"SpisGene183"	72	72	1	1	1	1	1	1
"SpisGene184"	230	228	1.02861417734157	1	0.00614315502120121	1	0.0456590306377661	1
"SpisGene185"	169	169	0.975541836189238	1	0.00631413335013753	1	0.0465856758573147	1
"SpisGene186"	95	95	1	1	1	1	1	1
"SpisGene187"	253	253	0.991531968337837	1	0.148720188388354	1	0.417313976900079	1
"SpisGene188"	35	35	1	1	1	1	1	1
"SpisGene190"	27	25	1	1	1	1	1	1
"SpisGene191"	30	30	1	1	1	1	1	1
"SpisGene192"	67	67	1	1	1	1	1	1
"SpisGene201"	7	5	2.72618573136705	1	0.000284223013529968	1	0.00522507656268465	1
"SpisGene203"	91	80	1	1	1	1	1	1
"SpisGene205"	43	43	1.03824690281164	1	0.00428424855772191	1	0.0355692263978307	1
"SpisGene210"	65	58	1	1	1	1	1	1
"SpisGene212"	167	166	1	1	1	1	1	1
"SpisGene214"	36	36	1	1	1	1	1	1
"SpisGene216"	124	123	1	1	1	1	1	1
"SpisGene218"	208	190	1	1	1	1	1	1
"SpisGene219"	22	22	1	1	1	1	1	1
"SpisGene222"	27	26	1	1	1	1	1	1
"SpisGene223"	36	36	1	1	1	1	1	1
"SpisGene224"	37	33	1	1	1	1	1	1
"SpisGene225"	77	77	1	1	1	1	1	1
"SpisGene226"	54	54	1	1	1	1	1	1
"SpisGene227"	39	38	1	1	1	1	1	1
"SpisGene229"	159	140	0.979091412057719	1	0.00965588777850712	1	0.0640273876840852	1
"SpisGene238"	61	59	0.978671279336702	1	0.125787830266313	1	0.369353652840881	1
"SpisGene240"	66	63	1.04852520410825	1	7.01245986945649e-05	1	0.00178406651437414	1
"SpisGene241"	30	30	1.04164245264488	1	0.30584599418155	1	0.755535182501611	1
"SpisGene242"	63	62	1	1	1	1	1	1
"SpisGene243"	47	47	1	1	1	1	1	1
"SpisGene247"	26	7	1.50877192982454	1	0.000249578856466683	1	0.00482882728062374	1
"SpisGene248"	140	108	1.26944682581221	1	1.35495692214704e-12	1	5.55381787311158e-10	1
"SpisGene253"	240	12	0.87407242655236	1	0.0888893000505235	1	0.287222739754494	1
"SpisGene255"	31	16	1.10086747480569	1	0.256487630857406	0.00254989525167563	0.651192615439071	0.0781708885049699
"SpisGene258"	67	23	1.10059978589551	1	0.138114710714434	1	0.394252128830704	1
"SpisGene266"	15	11	1	1	1	1	1	1
"SpisGene268"	80	76	1.05730831820225	1	0.200261537593894	1	0.52831810168096	1
"SpisGene269"	265	263	1.01487357484698	1	0.0215994441336388	1	0.110791099950128	1
"SpisGene270"	55	53	1	1	1	1	1	1
"SpisGene271"	137	130	1	1	1	1	1	1
"SpisGene272"	14	13	1.44918528368101	1	2.34470296534728e-07	1	1.77731696695194e-05	1
"SpisGene273"	91	85	1	1	1	1	1	1
"SpisGene276"	73	65	1	1	1	1	1	1
"SpisGene277"	263	261	1	1	1	1	1	1
"SpisGene279"	244	214	1.09469031162324	1	4.49820919772387e-12	1	1.65938937304034e-09	1
"SpisGene281"	278	272	1.00878980502868	1	0.777757571107422	1	1	1
"SpisGene282"	125	123	1	1	1	1	1	1
"SpisGene283"	48	48	1	1	1	1	1	1
"SpisGene284"	230	230	1	1	1	1	1	1
"SpisGene285"	40	40	0.971283891763502	1	0.0266511928259354	1	0.126805138007148	1
"SpisGene287"	39	24	0.635898583329613	1	2.36765915426477e-08	1	2.54396930682022e-06	1
"SpisGene290"	67	67	1	1	1	1	1	1
"SpisGene291"	258	252	1	1	1	1	1	1
"SpisGene292"	60	60	1	1	1	1	1	1
"SpisGene295"	108	108	0.978573357847475	1	0.0591354233522413	1	0.217219336206407	1
"SpisGene296"	76	73	1	1	1	1	1	1
"SpisGene298"	45	43	1	1	1	1	1	1
"SpisGene299"	20	19	1	1	1	1	1	1
"SpisGene300"	42	42	0.999021672744096	1	0.640739489729756	0.000117855127712121	1	0.00642513644527113
"SpisGene301"	78	75	1	1	1	1	1	1
"SpisGene302"	313	312	1	1	1	1	1	1
"SpisGene303"	111	111	1.0151558278616	1	0.199163132856575	1	0.525796371976077	1
"SpisGene309"	51	48	1.02197871437066	1	0.0591287743636746	1	0.217219336206407	1
"SpisGene311"	37	32	1	1	1	1	1	1
"SpisGene312"	58	58	1	1	1	1	1	1
"SpisGene313"	69	66	1.02063458504249	1	0.0265861050358935	1	0.126713361081927	1
"SpisGene314"	36	36	1	1	1	1	1	1
"SpisGene315"	122	119	1.07731969760501	1	0.00210964861239092	1	0.0213219006331784	1
"SpisGene316"	99	99	1	1	1	1	1	1
"SpisGene317"	165	164	1	1	1	1	1	1
"SpisGene318"	37	36	1.04765862105557	1	0.00607811855972545	1	0.0453606137982271	1
"SpisGene319"	43	43	1.04433781055565	1	0.02972969909304	1	0.136070545848914	1
"SpisGene322"	47	33	1	1	1	1	1	1
"SpisGene323"	24	18	1	1	1	1	1	1
"SpisGene324"	6	6	1	1	1	1	1	1
"SpisGene327"	28	20	2.07500366170982	1	0.0893307912654984	8.31096010384375e-07	0.28822853263419	0.000113781935642571
"SpisGene328"	30	18	0.87062746007306	1	0.342879138376057	0.00379286184299969	0.83508878177989	0.109027537705136
"SpisGene329"	10	9	1	1	1	1	1	1
"SpisGene330"	26	25	1.14248674599372	1	0.0666262669585703	0.000199842955334007	0.233265705925498	0.00974300434661435
"SpisGene331"	86	70	0.942460646873481	1	0.0182281225372867	1	0.0984051864000742	1
"SpisGene333"	32	32	1	1	1	1	1	1
"SpisGene334"	65	65	1.04429992522933	1	0.828845695365238	1	1	1
"SpisGene335"	16	16	1.11521574319286	1	0.0752061687154623	1	0.254766681427296	1
"SpisGene336"	456	448	1.00742281274045	1	0.47546392482475	1	1	1
"SpisGene337"	249	242	1	1	1	1	1	1
"SpisGene339"	62	62	1	1	1	1	1	1
"SpisGene340"	6	6	0.952998661311914	1	0.121145150007973	1	0.360019703313167	1
"SpisGene341"	188	188	1.0230814667356	1	0.000256584648410681	1	0.00492989983326563	1
"SpisGene344"	137	137	1	1	1	1	1	1
"SpisGene345"	80	78	0.97197312310877	1	0.12235647002877	1	0.362160752556406	1
"SpisGene346"	41	38	0.915828355260553	1	0.00667678318598555	1	0.0486771801839934	1
"SpisGene347"	16	10	1	1	1	1	1	1
"SpisGene348"	48	48	1	1	1	1	1	1
"SpisGene352"	118	118	1	1	1	1	1	1
"SpisGene353"	250	241	1	1	1	1	1	1
"SpisGene355"	75	73	1	1	1	1	1	1
"SpisGene356"	100	100	1	1	1	1	1	1
"SpisGene357"	390	387	1	1	1	1	1	1
"SpisGene358"	106	99	1	1	1	1	1	1
"SpisGene359"	8	8	1.18716244190985	1	0.0947000460403314	1	0.301078763582403	1
"SpisGene360"	563	560	1.02121539591891	1	5.21721660994537e-07	1	3.63137963662046e-05	1
"SpisGene361"	460	442	1.02765293439033	1	3.51434844999965e-06	1	0.000186986991808395	1
"SpisGene362"	41	41	1	1	1	1	1	1
"SpisGene367"	60	48	0.979916670512199	1	0.256693576451604	1	0.651416604125177	1
"SpisGene368"	75	75	1	1	1	1	1	1
"SpisGene369"	171	169	0.9699021868489	1	0.0206387187823441	1	0.107385378826611	1
"SpisGene370"	211	210	1	1	1	1	1	1
"SpisGene371"	38	38	1	1	1	1	1	1
"SpisGene372"	69	65	1	1	1	1	1	1
"SpisGene377"	481	475	1.01421070000409	1	3.64080925589441e-09	1	5.30168895197151e-07	1
"SpisGene378"	484	481	1	1	1	1	1	1
"SpisGene382"	567	555	1.00672182449616	1	0.00848661869615399	1	0.0580478424662152	1
"SpisGene383"	1119	998	0.99101658054916	1	0.245039473816147	1	0.626004583731139	1
"SpisGene393"	57	44	0.901471454045343	1	0.0368595954388755	1	0.157373301835386	1
"SpisGene398"	213	197	1.01315663319206	1	0.00874541130694391	1	0.0590875866507621	1
"SpisGene400"	212	173	1	1	1	1	1	1
"SpisGene401"	138	134	1.01744436497639	1	0.00660550327628215	1	0.0482528744281284	1
"SpisGene403"	59	58	1	1	1	1	1	1
"SpisGene407"	77	59	1.14255227531196	1	1.2595609288824e-06	1	7.78746413404556e-05	1
"SpisGene408"	109	108	1	1	1	1	1	1
"SpisGene410"	125	110	1.02401149911877	1	0.00779340177891679	1	0.0545193283737498	1
"SpisGene411"	46	46	1	1	1	1	1	1
"SpisGene415"	57	56	1.0277472083112	1	0.0637445359686491	1	0.227649164392412	1
"SpisGene416"	141	132	1.01396411193386	1	0.71791871837728	1	1	1
"SpisGene417"	71	59	1.08028778085631	1	0.0145742432496763	1	0.0841822286243045	1
"SpisGene420"	10	8	1.15301375112566	1	0.0665989124960351	1	0.233265705925498	1
"SpisGene421"	94	87	1.080988635141	1	2.01861066021823e-06	1	0.000115751109723498	1
"SpisGene422"	163	163	1	1	1	1	1	1
"SpisGene423"	212	212	1	1	1	1	1	1
"SpisGene424"	23	20	1.03256461944589	1	0.06220734790473	1	0.223740240254029	1
"SpisGene425"	229	228	0.981232696373973	1	0.0045671375112192	1	0.0371650814975462	1
"SpisGene427"	138	130	1.03268152094384	1	0.0303363364689671	1	0.137595178566417	1
"SpisGene429"	350	348	0.982229719301243	1	0.0827886347052174	1	0.273335865239451	1
"SpisGene430"	73	45	1	1	1	1	1	1
"SpisGene431"	174	174	1	1	1	1	1	1
"SpisGene432"	62	45	1	1	1	1	1	1
"SpisGene433"	180	172	1	1	1	1	1	1
"SpisGene434"	171	164	1	1	1	1	1	1
"SpisGene435"	14	14	1	1	1	1	1	1
"SpisGene437"	32	30	1	1	1	1	1	1
"SpisGene438"	53	51	1	1	1	1	1	1
"SpisGene440"	57	55	0.974858813304795	1	0.413687480768165	1	0.985423880684735	1
"SpisGene442"	27	21	1	1	1	1	1	1
"SpisGene443"	16	15	0.978094830348053	1	0.904681556769602	7.58474782572812e-05	1	0.0043718960514236
"SpisGene444"	30	30	1.04046080437071	1	0.137099671419634	1	0.392366708973647	1
"SpisGene446"	10	9	1	1	1	1	1	1
"SpisGene447"	39	39	1	1	1	1	1	1
"SpisGene448"	158	157	1.01284667205636	1	0.159877358741176	1	0.441127581448167	1
"SpisGene449"	33	33	1	1	1	1	1	1
"SpisGene450"	62	62	1	1	1	1	1	1
"SpisGene452"	51	51	1.06158373896496	1	0.0219387266684915	1	0.111733036373767	1
"SpisGene453"	129	112	1	1	1	1	1	1
"SpisGene455"	17	11	1.20877494686671	1	0.0468544481996986	1	0.185922616789553	1
"SpisGene458"	20	10	1	1	1	1	1	1
"SpisGene459"	154	140	1	1	1	1	1	1
"SpisGene460"	30	29	0.97513387789751	1	0.0240537597616293	1	0.118470386863352	1
"SpisGene462"	58	58	0.973492327141538	1	0.0316239764037052	1	0.141464246911805	1
"SpisGene465"	30	28	1	1	1	1	1	1
"SpisGene466"	19	19	0.915857178035675	1	0.0379939384982656	0.000557266013629098	0.160785409961076	0.0230121752717658
"SpisGene468"	44	40	1	1	1	1	1	1
"SpisGene476"	6	6	1.04705627727787	1	0.0964109805187773	1	0.304677419018078	1
"SpisGene478"	10	10	1	1	1	1	1	1
"SpisGene479"	119	119	1.0239739874408	1	0.0629047215924955	1	0.225442536873105	1
"SpisGene480"	7	6	1.11982796143985	1	0.391867118216952	1	0.939513300976388	1
"SpisGene483"	101	100	1	1	1	1	1	1
"SpisGene490"	308	286	1	1	1	1	1	1
"SpisGene491"	10	10	1	1	1	1	1	1
"SpisGene492"	83	83	1	1	1	1	1	1
"SpisGene493"	59	59	1.0258904641484	1	0.0853583845821084	1	0.278999057389058	1
"SpisGene496"	112	107	1.03983534320041	1	0.0249850535563035	1	0.121382610933982	1
"SpisGene497"	102	102	0.962181345844805	1	3.40663056498849e-05	1	0.00101452273866627	1
"SpisGene498"	46	46	1.0319926575456	1	0.0112857488866089	1	0.0707244523941677	1
"SpisGene499"	55	55	1.0708102072557	1	0.0027498647722873	1	0.0257468303171773	1
"SpisGene502"	98	95	1.03266285401622	1	0.061700205669469	1	0.222711070485521	1
"SpisGene507"	14	8	1	1	1	1	1	1
"SpisGene510"	78	78	1.02990335144957	1	0.0237047444103657	1	0.117325763143791	1
"SpisGene511"	206	202	1	1	1	1	1	1
"SpisGene512"	169	166	1	1	1	1	1	1
"SpisGene513"	39	38	0.910607977642333	1	2.92430694072657e-05	0.000119735087824201	0.000894013947873508	0.00649562851446292
"SpisGene514"	73	72	1	1	1	1	1	1
"SpisGene516"	18	18	1	1	1	1	1	1
"SpisGene519"	82	79	1.04242315154122	1	0.122282654162492	1	0.362160752556406	1
"SpisGene521"	78	75	0.967998674906695	1	0.00641858431972866	1	0.0471363454986311	1
"SpisGene522"	18	18	1	1	1	1	1	1
"SpisGene523"	52	52	1.02265699439316	1	0.0140336650331204	1	0.0819148580809829	1
"SpisGene524"	94	94	1.01555770771888	1	0.124302793920604	1	0.366735573218616	1
"SpisGene525"	127	125	1	1	1	1	1	1
"SpisGene529"	36	36	1	1	1	1	1	1
"SpisGene531"	53	52	1	1	1	1	1	1
"SpisGene532"	32	29	0.919780127542511	1	0.00222988969718213	1	0.0221644600125194	1
"SpisGene533"	111	108	1	1	1	1	1	1
"SpisGene536"	33	32	0.975596969571978	1	0.0617871408857883	1	0.222843231417626	1
"SpisGene537"	129	129	1.0133733503205	1	0.440976196563719	1	1	1
"SpisGene538"	79	77	1	1	1	1	1	1
"SpisGene539"	51	51	1	1	1	1	1	1
"SpisGene542"	15	14	1.27292276556353	1	6.98340674064565e-06	1	0.000315450458770308	1
"SpisGene543"	28	28	0.973042426999178	1	0.156083979068876	1	0.433797437557822	1
"SpisGene544"	123	118	1	1	1	1	1	1
"SpisGene545"	156	153	1.01649339524496	1	0.167829869920157	1	0.457706547660518	1
"SpisGene546"	40	40	1.07239872869454	1	0.000284135130902693	0.000124344605414091	0.00522507656268465	0.00671278901520853
"SpisGene548"	297	284	1.02192048688227	1	0.278631668924899	1	0.697966654592997	1
"SpisGene550"	16	7	1	1	1	1	1	1
"SpisGene553"	77	74	0.965050780003002	1	0.513482512561133	1	1	1
"SpisGene556"	47	42	1	1	1	1	1	1
"SpisGene557"	67	67	0.982444104743919	1	0.259049173705141	1	0.656040550433591	1
"SpisGene560"	24	11	1	1	1	1	1	1
"SpisGene563"	9	5	1	1	1	1	1	1
"SpisGene568"	18	18	1	1	1	1	1	1
"SpisGene569"	108	107	1.03198983870755	1	0.0126359483630826	1	0.0765418941074085	1
"SpisGene571"	29	29	1	1	1	1	1	1
"SpisGene573"	112	112	1.02006205772119	1	0.0350746827035464	1	0.151807396746245	1
"SpisGene577"	67	67	1	1	1	1	1	1
"SpisGene578"	146	144	1	1	1	1	1	1
"SpisGene579"	65	64	1.09904385434204	1	0.0359323559837176	1.14564424321656e-09	0.154672650202957	4.69586845913989e-07
"SpisGene580"	159	153	0.878059014747753	1	1.42740380709113e-07	1	1.1701539209687e-05	1
"SpisGene581"	38	36	1.06842094708986	1	0.0283766824143571	1	0.13203285666382	1
"SpisGene582"	76	75	1	1	1	1	1	1
"SpisGene583"	153	152	0.984705687046937	1	0.357575466214455	1	0.865927283281263	1
"SpisGene584"	101	101	1.05120700564605	1	3.44190898012619e-05	1	0.00102122269927765	1
"SpisGene585"	26	26	1.05692232853721	1	0.198542537420585	9.79229085163557e-08	0.524533363961236	2.0840631318279e-05
"SpisGene588"	56	56	1	1	1	1	1	1
"SpisGene589"	52	51	1	1	1	1	1	1
"SpisGene590"	175	170	1.02607661551377	1	0.11500811360776	1	0.345902544687041	1
"SpisGene591"	133	131	1	1	1	1	1	1
"SpisGene594"	20	20	1	1	1	1	1	1
"SpisGene595"	113	113	1	1	1	1	1	1
"SpisGene596"	12	12	1	1	1	1	1	1
"SpisGene597"	48	47	1	1	1	1	1	1
"SpisGene598"	246	243	1	1	1	1	1	1
"SpisGene599"	61	53	0.952624312493108	1	0.463663985451518	1.51362818950116e-08	1	3.89565655190915e-06
"SpisGene600"	132	121	1	1	1	1	1	1
"SpisGene601"	181	181	1	1	1	1	1	1
"SpisGene602"	156	150	0.988523880642398	1	0.101630139331429	1	0.316589717932603	1
"SpisGene604"	48	48	1.17017666714043	1	0.164061443448566	3.25121087705184e-05	0.449763101103859	0.00236718097212715
"SpisGene605"	42	34	1	1	1	1	1	1
"SpisGene606"	27	26	1.04904858943146	1	0.00163441684133976	1	0.0179802099235658	1
"SpisGene608"	205	205	1	1	1	1	1	1
"SpisGene610"	241	241	0.987009782358566	1	0.0864743404022996	1	0.281971574906379	1
"SpisGene612"	19	7	1	1	1	1	1	1
"SpisGene613"	23	7	1	1	1	1	1	1
"SpisGene615"	236	235	1	1	1	1	1	1
"SpisGene616"	56	56	1	1	1	1	1	1
"SpisGene617"	67	66	1	1	1	1	1	1
"SpisGene618"	43	43	1	1	1	1	1	1
"SpisGene619"	58	58	1.04925888574989	1	0.00485431202985282	1	0.0387351206023066	1
"SpisGene620"	25	25	1	1	1	1	1	1
"SpisGene622"	142	137	1	1	1	1	1	1
"SpisGene623"	14	14	1	1	1	1	1	1
"SpisGene624"	286	286	1	1	1	1	1	1
"SpisGene625"	360	358	1.01282659217615	1	0.00682036387074549	1	0.0495607136950363	1
"SpisGene627"	50	49	1.02874775365621	1	0.369721126105704	1	0.892410840264303	1
"SpisGene628"	39	39	1	1	1	1	1	1
"SpisGene629"	185	182	1.13475687239217	1	4.63954080464238e-10	1	9.87471033641748e-08	1
"SpisGene640"	82	49	1	1	1	1	1	1
"SpisGene643"	192	180	1	1	1	1	1	1
"SpisGene644"	57	54	0.966982537029923	1	0.0810423378902331	1	0.269257146031585	1
"SpisGene646"	68	67	0.95478095845357	1	0.0100393073206449	1	0.065548680895326	1
"SpisGene647"	409	404	1.016037114343	1	1.41486623035647e-05	1	0.000541810538801214	1
"SpisGene648"	11	9	0.906537509414646	1	0.516107160700897	0.0013295766026067	1	0.044998239330423
"SpisGene654"	177	161	1	1	1	1	1	1
"SpisGene657"	121	119	1.0346150091031	1	0.000271449039198041	1	0.00510111634237539	1
"SpisGene658"	139	139	1	1	1	1	1	1
"SpisGene659"	117	116	1	1	1	1	1	1
"SpisGene660"	11	11	1.25581265342614	1	0.0021203228704556	1	0.0213641872871753	1
"SpisGene661"	15	11	0.832447385823002	1	0.0120284270636424	1	0.0739137158874682	1
"SpisGene662"	48	47	1	1	1	1	1	1
"SpisGene664"	66	66	1	1	1	1	1	1
"SpisGene667"	143	140	1.03333636254367	1	0.105183125362559	1	0.32443189754388	1
"SpisGene668"	121	121	1.01948870466554	1	0.0312968806475558	1	0.140569228135755	1
"SpisGene669"	99	89	1.29971349213898	1	3.08127293868829e-13	1	2.00590868308608e-10	1
"SpisGene670"	938	904	1	1	1	1	1	1
"SpisGene672"	137	135	1	1	1	1	1	1
"SpisGene680"	7	6	1.28907863930277	1	0.12492056556978	1	0.367880760819787	1
"SpisGene686"	73	10	1.17875735092655	1	0.0176289056000079	1	0.0962471526750735	1
"SpisGene696"	40	15	0.820187344869499	1	0.0121816661995629	1	0.0744009380963368	1
"SpisGene697"	1042	950	0.991074440452657	1	0.0156966262849134	1	0.0887204101609482	1
"SpisGene699"	67	67	1	1	1	1	1	1
"SpisGene700"	56	52	1.07089626504515	1	0.000971279374252963	1	0.0124555606429404	1
"SpisGene701"	111	106	1	1	1	1	1	1
"SpisGene702"	258	253	1	1	1	1	1	1
"SpisGene703"	22	22	1	1	1	1	1	1
"SpisGene708"	75	75	1	1	1	1	1	1
"SpisGene709"	8	8	0.612724948375754	1	1.789920465379e-05	0.0319317528988754	0.000619032805948419	0.666771149682743
"SpisGene710"	47	46	1	1	1	1	1	1
"SpisGene711"	129	128	1.0290540198392	1	0.025874625748427	1	0.124285799981702	1
"SpisGene714"	141	127	0.921555350068691	1	0.011449443468599	1	0.071426714130206	1
"SpisGene715"	78	78	1	1	1	1	1	1
"SpisGene717"	115	113	1	1	1	1	1	1
"SpisGene725"	539	534	1	1	1	1	1	1
"SpisGene729"	391	372	1	1	1	1	1	1
"SpisGene735"	68	56	1	1	1	1	1	1
"SpisGene736"	244	242	1	1	1	1	1	1
"SpisGene740"	59	18	0.756240151280251	1	0.992716908155455	0.00107619319249397	1	0.0380518532310887
"SpisGene743"	14	5	1	1	1	1	1	1
"SpisGene744"	100	88	1	1	1	1	1	1
"SpisGene749"	98	97	1.04462272011929	1	0.0255003078196683	1	0.123129104118791	1
"SpisGene751"	239	233	1.01849047299407	1	0.000735880984066554	1	0.0102055073316598	1
"SpisGene757"	134	134	1	1	1	1	1	1
"SpisGene758"	85	84	1.02960502025622	1	0.205429600866602	1	0.539892992826095	1
"SpisGene759"	15	13	0.898733687908187	1	0.271993481112767	1	0.683659290364522	1
"SpisGene760"	107	107	1	1	1	1	1	1
"SpisGene761"	283	280	1	1	1	1	1	1
