"gene"	"ncpgs_orig"	"ncpgs"	"treatment.ratio"	"converged"	"p.value.treatment"	"p.value.inter"	"adj.p.value.treatment"	"adj.p.value.inter"
"SpisGene3429"	164	138	1	1	1	1	1	1
"SpisGene3430"	152	145	1	1	1	1	1	1
"SpisGene3433"	79	78	1.04470109033722	1	0.00373391747745407	1	0.0354400824946996	1
"SpisGene3435"	251	250	0.970754844423947	1	0.00417570546261894	1	0.0382164067272914	1
"SpisGene3436"	14	10	1.40687307933867	1	0.000678611001962023	1	0.0105117987930325	1
"SpisGene3439"	149	145	1	1	1	1	1	1
"SpisGene3441"	58	55	1	1	1	1	1	1
"SpisGene3442"	9	9	1.18647693004685	1	0.145275700317942	0.0141073691871481	0.434909218665675	0.414907132706816
"SpisGene3443"	149	141	1.01309680037838	1	0.000753016353196733	1	0.0113529961625589	1
"SpisGene3451"	16	12	1.48020510833956	1	0.00111614466841148	1	0.0149030987262836	1
"SpisGene3452"	6	5	1	1	1	1	1	1
"SpisGene3456"	106	98	1.03991280920761	1	0.00549189466174572	1	0.046413874501451	1
"SpisGene3458"	84	68	1.04266378191551	1	0.9140476024469	1	1	1
"SpisGene3460"	223	220	1	1	1	1	1	1
"SpisGene3461"	39	37	1	1	1	1	1	1
"SpisGene3462"	53	50	0.900615487308429	1	1.9953109702158e-07	1	2.05666212060842e-05	1
"SpisGene3469"	52	49	1	1	1	1	1	1
"SpisGene3470"	249	246	1.01694015935285	1	0.155277310599131	1	0.454861476387203	1
"SpisGene3474"	20	18	0.94103144447709	1	0.413191609049518	1	1	1
"SpisGene3475"	105	104	1	1	1	1	1	1
"SpisGene3476"	44	38	1.06071615754002	1	0.0123355535057378	1	0.0802647903332048	1
"SpisGene3477"	82	76	1	1	1	1	1	1
"SpisGene3481"	132	130	1	1	1	1	1	1
"SpisGene3483"	53	41	1	1	1	1	1	1
"SpisGene3485"	10	7	0.756904452293059	1	0.0858862067000263	1	0.299285615701292	1
"SpisGene3486"	131	130	1	1	1	1	1	1
"SpisGene3489"	84	84	0.952119504466048	1	0.302294769627698	1	0.789114559579618	1
"SpisGene3490"	36	35	1	1	1	1	1	1
"SpisGene3491"	54	52	1.07988194167573	1	0.100861388657798	1	0.333453314000857	1
"SpisGene3492"	32	32	0.944074815492456	1	0.188951977831677	1	0.530537516167405	1
"SpisGene3493"	134	133	1	1	1	1	1	1
"SpisGene3495"	101	99	1	1	1	1	1	1
"SpisGene3498"	73	65	1	1	1	1	1	1
"SpisGene3500"	168	166	1	1	1	1	1	1
"SpisGene3503"	238	182	0.964324510057376	1	0.0331229151555136	1	0.159165059523629	1
"SpisGene3504"	199	195	1	1	1	1	1	1
"SpisGene3506"	105	91	0.971599450505001	1	0.202847343566063	1	0.563669274928222	1
"SpisGene3507"	89	78	1	1	1	1	1	1
"SpisGene3508"	114	114	1	1	1	1	1	1
"SpisGene3509"	13	13	1	1	1	1	1	1
"SpisGene3510"	181	164	0.973004087766767	1	0.0015810149567355	1	0.019246152271342	1
"SpisGene3511"	52	38	1.15068245304254	1	0.00733597019586642	1	0.0570179107048702	1
"SpisGene3514"	102	101	0.97910643121266	1	0.145604308909405	1	0.435667369224586	1
"SpisGene3516"	165	163	1	1	1	1	1	1
"SpisGene3518"	229	226	1	1	1	1	1	1
"SpisGene3520"	43	43	1	1	1	1	1	1
"SpisGene3521"	126	124	1	1	1	1	1	1
"SpisGene3522"	33	33	1	1	1	1	1	1
"SpisGene3524"	23	21	1	1	1	1	1	1
"SpisGene3525"	174	173	1	1	1	1	1	1
"SpisGene3526"	24	23	1	1	1	1	1	1
"SpisGene3528"	194	186	0.988110840218434	1	0.0879119663570562	1	0.304325510656614	1
"SpisGene3531"	29	24	1	1	1	1	1	1
"SpisGene3532"	166	161	1	1	1	1	1	1
"SpisGene3536"	142	141	1.01239558370083	1	0.22715414133997	1	0.62058038762411	1
"SpisGene3537"	121	118	1	1	1	1	1	1
"SpisGene3539"	63	62	1	1	1	1	1	1
"SpisGene3543"	8	5	0.558965615244666	1	0.00830696087793629	1	0.0619036969748374	1
"SpisGene3545"	22	22	1	1	1	1	1	1
"SpisGene3549"	20	20	1	1	1	1	1	1
"SpisGene3550"	75	63	1	1	1	1	1	1
"SpisGene3551"	52	47	1	1	1	1	1	1
"SpisGene3554"	141	138	1.05821413033549	1	4.45122360642653e-07	1	3.77634962732909e-05	1
"SpisGene25858.Novel"	91	91	1	1	1	1	1	1
"SpisGene3556"	352	351	1	1	1	1	1	1
"SpisGene3560"	31	31	1.03269903600636	1	0.0164963650142964	1	0.0986667113165835	1
"SpisGene3562"	149	147	1.01024064739733	1	0.114547145112779	1	0.364285024062525	1
"SpisGene3564"	111	109	1.02815762924787	1	3.87103240859718e-06	1	0.000214183998124632	1
"SpisGene3565"	16	16	1	1	1	1	1	1
"SpisGene3566"	225	224	1	1	1	1	1	1
"SpisGene3567"	355	331	1	1	1	1	1	1
"SpisGene3568"	74	65	1.02822039786427	1	0.689159004691833	1	1	1
"SpisGene3569"	379	306	1.02174528015588	1	0.0342337732277929	1	0.162953942567686	1
"SpisGene3571"	242	116	1.0297654717163	1	0.00183463955110536	1	0.0214430262991947	1
"SpisGene3573"	174	169	1	1	1	1	1	1
"SpisGene3575"	699	680	0.993195035404751	1	0.178238404156125	1	0.506125478743023	1
"SpisGene3576"	130	110	1	1	1	1	1	1
"SpisGene3578"	64	55	1	1	1	1	1	1
"SpisGene3582"	150	150	1	1	1	1	1	1
"SpisGene3583"	12	12	1.06864135085658	1	0.0106464158829732	1	0.0721248899098965	1
"SpisGene3584"	36	36	1	1	1	1	1	1
"SpisGene3586"	81	80	1	1	1	1	1	1
"SpisGene3589"	67	65	1	1	1	1	1	1
"SpisGene3590"	103	100	1	1	1	1	1	1
"SpisGene3591"	50	49	1	1	1	1	1	1
"SpisGene3594"	66	62	1	1	1	1	1	1
"SpisGene3596"	91	90	1	1	1	1	1	1
"SpisGene3597"	146	138	1	1	1	1	1	1
"SpisGene3598"	38	38	1	1	1	1	1	1
"SpisGene3600"	182	178	0.987187422346155	1	0.337899725417328	1	0.865465878222878	1
"SpisGene3612"	43	41	0.873289367212501	1	7.80754826285296e-06	1	0.000366423190600023	1
"SpisGene3613"	52	52	1	1	1	1	1	1
"SpisGene3614"	197	196	1	1	1	1	1	1
"SpisGene3616"	73	73	1	1	1	1	1	1
"SpisGene3617"	6	6	1.27564233090128	1	0.0395032507035755	1	0.179145292767161	1
"SpisGene3618"	196	195	0.986656199674843	1	0.00759391200695332	1	0.0583239940979723	1
"SpisGene3623"	96	87	0.96309169482872	1	0.00013900353828876	1	0.00345286041393409	1
"SpisGene3624"	239	233	1	1	1	1	1	1
"SpisGene3625"	26	25	1	1	1	1	1	1
"SpisGene3626"	329	306	1	1	1	1	1	1
"SpisGene3629"	51	50	1	1	1	1	1	1
"SpisGene3630"	79	68	1	1	1	1	1	1
"SpisGene3631"	73	71	0.982663564636953	1	0.052914135969373	1	0.217109377085645	1
"SpisGene3634"	213	191	1.03299656180428	1	0.00163965677210196	1	0.0197358636920524	1
"SpisGene3646"	25	21	1	1	1	1	1	1
"SpisGene3647"	216	215	1	1	1	1	1	1
"SpisGene3648"	44	37	1	1	1	1	1	1
"SpisGene3651"	16	16	0.90738805413239	1	0.0429657449248298	1	0.188867756387385	1
"SpisGene3652"	139	138	1.02543809267197	1	0.0908737890811333	1	0.311256838439695	1
"SpisGene3654"	68	68	1	1	1	1	1	1
"SpisGene3655"	71	69	1	1	1	1	1	1
"SpisGene3656"	62	60	0.974743834465929	1	0.562871709609045	1	1	1
"SpisGene3659"	277	276	1	1	1	1	1	1
"SpisGene3660"	42	40	1	1	1	1	1	1
"SpisGene3661"	210	206	0.981858815108623	1	1.03226909709788e-06	1	7.49006307361351e-05	1
"SpisGene3662"	40	40	1	1	1	1	1	1
"SpisGene3663"	92	92	1.01425316159215	1	0.0345472897395852	1	0.163669269131394	1
"SpisGene3665"	181	181	1.01224741105163	1	0.684759526061657	1	1	1
"SpisGene3666"	103	101	0.973012272658318	1	0.0786317540239105	1	0.281934205178709	1
"SpisGene3668"	153	139	0.977109919685622	1	0.12569318815115	1	0.389730158031778	1
"SpisGene3673"	58	58	1	1	1	1	1	1
"SpisGene3684"	53	53	1.05713489320247	1	0.0115826924723825	1	0.0770015161409923	1
"SpisGene3687"	85	82	1	1	1	1	1	1
"SpisGene3688"	90	90	1	1	1	1	1	1
"SpisGene3689"	182	180	0.917709605445212	1	2.71778847015699e-06	1	0.000161153166867535	1
"SpisGene3690"	70	68	1	1	1	1	1	1
"SpisGene3691"	284	271	1.01101423772035	1	0.998398754641773	1	1	1
"SpisGene3693"	46	46	1	1	1	1	1	1
"SpisGene3696"	125	125	1.01271307744025	1	0.400492275384796	1	1	1
"SpisGene3697"	202	178	1	1	1	1	1	1
"SpisGene3698"	114	111	1.04977554487425	1	0.000110748068734726	1	0.00290128372939499	1
"SpisGene3699"	144	144	1	1	1	1	1	1
"SpisGene3700"	108	108	1.04179099424908	1	0.000455121075986426	1	0.00798577956516771	1
"SpisGene3702"	36	36	1	1	1	1	1	1
"SpisGene3703"	66	57	1	1	1	1	1	1
"SpisGene3704"	29	21	0.801551975720455	1	0.0285548948246379	1	0.143237640678377	1
"SpisGene3705"	58	58	1	1	1	1	1	1
"SpisGene3706"	56	52	1	1	1	1	1	1
"SpisGene3707"	8	5	1	1	1	1	1	1
"SpisGene3709"	135	92	1	1	1	1	1	1
"SpisGene3711"	86	86	1.01304267281065	1	0.164212194143736	1	0.475228624825837	1
"SpisGene3712"	30	30	0.972495802966408	1	0.118820988502764	1	0.373781141527947	1
"SpisGene3713"	73	71	1	1	1	1	1	1
"SpisGene3714"	139	136	1.01956266951814	1	0.0123003188921952	1	0.0801391552888919	1
"SpisGene3715"	162	151	1.02261073193736	1	0.012260350373369	1	0.0800114818153178	1
"SpisGene3716"	53	52	1.07504304005809	1	0.000333208207069196	1	0.00636906987134517	1
"SpisGene3719"	152	136	1	1	1	1	1	1
"SpisGene3720"	15	12	1	1	1	1	1	1
"SpisGene3721"	11	7	11.7465022680694	1	0.404846214693377	0.0200747211227423	1	0.54802994867011
"SpisGene3723"	19	18	1	1	1	1	1	1
"SpisGene3726"	808	788	0.992397922544482	1	0.000699132257698669	1	0.0107691755169813	1
"SpisGene3727"	15	14	0.954300728105963	1	0.125972567804434	1	0.390486635838984	1
"SpisGene3729"	22	22	1.07248785492456	1	0.00606156608497131	1	0.0496530046621765	1
"SpisGene3731"	63	61	1	1	1	1	1	1
"SpisGene3733"	52	51	1.05326697797854	1	0.0682100891732368	1	0.257192845638164	1
"SpisGene3734"	101	92	1	1	1	1	1	1
"SpisGene3738"	12	7	0.952494938219118	1	0.27624676447213	0.0484910454164198	0.73115564323569	1
"SpisGene3739"	171	162	1.01786152160001	1	0.00356815305826279	1	0.0342797561668818	1
"SpisGene3745"	124	37	1.10917292444116	1	1.90605583732876e-05	1	0.000715030266323093	1
"SpisGene3749"	16	7	2.4802925944617	1	0.000106360402164302	0.00378634333475519	0.00281982902757233	0.140332099619045
"SpisGene3750"	12	11	1	1	1	1	1	1
"SpisGene3751"	16	12	1	1	1	1	1	1
"SpisGene3752"	14	12	0.920407812948425	1	0.0114539720617587	1	0.0764221765693507	1
"SpisGene3757"	34	31	1	1	1	1	1	1
"SpisGene3758"	54	41	0.87594888032265	1	0.000276165348053665	1	0.00557843887121588	1
"SpisGene3759"	85	85	1	1	1	1	1	1
"SpisGene3760"	66	66	1	1	1	1	1	1
"SpisGene3761"	227	219	1	1	1	1	1	1
"SpisGene3762"	217	215	1.03411122917896	1	0.000334226118692648	1	0.0063774738115246	1
"SpisGene3763"	151	151	1	1	1	1	1	1
"SpisGene3764"	232	232	1	1	1	1	1	1
"SpisGene3768"	98	98	1	1	1	1	1	1
"SpisGene3770"	47	47	0.968465090871297	1	0.097004814316968	1	0.324398452729485	1
"SpisGene3771"	125	122	1	1	1	1	1	1
"SpisGene3774"	59	23	1	1	1	1	1	1
"SpisGene3776"	56	53	1	1	1	1	1	1
"SpisGene3777"	100	100	1	1	1	1	1	1
"SpisGene3778"	34	34	0.961959993500702	1	0.0871462468548468	1	0.302339086682009	1
"SpisGene3779"	78	67	1	1	1	1	1	1
"SpisGene3781"	145	145	1	1	1	1	1	1
"SpisGene3787"	26	22	1.15525279486781	1	0.035409794858852	1	0.166056451662746	1
"SpisGene3788"	17	16	1	1	1	1	1	1
"SpisGene3789"	169	168	1	1	1	1	1	1
"SpisGene3790"	64	64	1	1	1	1	1	1
"SpisGene3791"	32	32	1	1	1	1	1	1
"SpisGene3794"	59	56	1	1	1	1	1	1
"SpisGene3796"	16	8	0.558358692453388	1	6.54255959131013e-05	1	0.00192935534044277	1
"SpisGene3797"	115	80	1	1	1	1	1	1
"SpisGene3799"	58	54	1	1	1	1	1	1
"SpisGene3801"	154	136	0.96404832455527	1	0.0391302681276662	1	0.177924773715385	1
"SpisGene3802"	65	64	1.0684927815519	1	0.00790593573742347	1	0.0600100242588048	1
"SpisGene3805"	111	107	1	1	1	1	1	1
"SpisGene3810"	57	57	1	1	1	1	1	1
"SpisGene3811"	24	24	1.06001516296535	1	0.0344457391803428	1	0.163419423630803	1
"SpisGene3812"	93	92	1	1	1	1	1	1
"SpisGene3813"	98	96	1	1	1	1	1	1
"SpisGene3814"	93	92	1	1	1	1	1	1
"SpisGene3826"	112	101	1	1	1	1	1	1
"SpisGene3836"	88	13	1.05650673688497	1	0.10895984616447	1	0.352203441778413	1
"SpisGene3837"	44	44	0.957461598109135	1	0.0709926504842683	1	0.263806584296157	1
"SpisGene3841"	52	13	0.94409434865116	1	0.0774496103561443	1	0.279135013394741	1
"SpisGene3842"	10	10	1	1	1	1	1	1
"SpisGene3843"	18	6	1	1	1	1	1	1
"SpisGene3844"	166	153	1	1	1	1	1	1
"SpisGene3849"	22	9	1	1	1	1	1	1
"SpisGene3853"	39	39	0.956990579353068	1	0.00154710910368964	1	0.0189379204268514	1
"SpisGene3855"	137	134	1	1	1	1	1	1
"SpisGene3857"	13	11	0.728897640320243	1	0.0016409272831274	1	0.0197358636920524	1
"SpisGene3864"	170	149	1	1	1	1	1	1
"SpisGene3865"	135	133	0.982883247274435	1	0.10687526933662	1	0.347399748161974	1
"SpisGene3869"	5	5	1.13509765754307	1	0.601434166567049	0.024069517478556	1	0.630454342661278
"SpisGene3870"	50	49	1	1	1	1	1	1
"SpisGene3872"	55	55	1	1	1	1	1	1
"SpisGene3873"	355	338	1	1	1	1	1	1
"SpisGene3874"	26	23	1	1	1	1	1	1
"SpisGene3876"	39	39	1.06995467405419	1	0.144162589658588	1	0.432217493218355	1
"SpisGene3877"	322	320	1.00958818745757	1	0.0527658854172167	1	0.216846981108463	1
"SpisGene3878"	202	199	0.986666261776295	1	0.151216724920541	1	0.446974625011855	1
"SpisGene3882"	31	26	1.09851614316666	1	0.000102956238143017	1	0.0027560785205809	1
"SpisGene3885"	50	49	1.02555020197007	1	0.938521289511459	1	1	1
"SpisGene3887"	91	75	1	1	1	1	1	1
"SpisGene3888"	141	141	0.956284681496949	1	3.28190891201959e-05	1	0.00107407042702267	1
"SpisGene3889"	85	85	1	1	1	1	1	1
"SpisGene3890"	94	91	0.979431383915834	1	0.0437863215233879	1	0.191556757396262	1
"SpisGene3900"	87	86	1	1	1	1	1	1
"SpisGene3901"	153	148	1	1	1	1	1	1
"SpisGene3907"	66	52	1	1	1	1	1	1
"SpisGene3908"	50	47	1	1	1	1	1	1
"SpisGene3909"	176	170	0.977765540739383	1	0.000148472131277748	1	0.00360032499030663	1
"SpisGene3917"	173	169	1	1	1	1	1	1
"SpisGene3918"	68	67	1	1	1	1	1	1
"SpisGene3919"	228	214	0.98333622462889	1	0.740418659374077	1	1	1
"SpisGene3920"	92	92	0.985391684107869	1	0.371077753031435	1	0.939319838922125	1
"SpisGene3922"	112	104	1	1	1	1	1	1
"SpisGene3923"	6	6	1	1	1	1	1	1
"SpisGene3925"	46	37	1	1	1	1	1	1
"SpisGene3926"	112	109	1	1	1	1	1	1
"SpisGene3927"	288	282	1	1	1	1	1	1
"SpisGene3928"	209	207	1	1	1	1	1	1
"SpisGene3933"	69	69	1	1	1	1	1	1
"SpisGene3935"	111	111	1.01532804891663	1	0.746091285358599	1	1	1
"SpisGene3936"	89	87	0.938066943587394	1	5.176186897734e-08	1	7.40856751299734e-06	1
"SpisGene3937"	152	143	1.04571252133669	1	9.72532938490863e-06	1	0.000430644222812817	1
"SpisGene3938"	42	42	0.940357362324844	1	5.63380354001707e-05	1	0.00169768358587017	1
"SpisGene3939"	171	166	1	1	1	1	1	1
"SpisGene3940"	73	68	1.12560267854661	1	0.00231515893771166	1	0.0254321592868744	1
"SpisGene3941"	82	81	1.03737912585412	1	0.179413462425872	1	0.508545637906694	1
"SpisGene3942"	33	28	1	1	1	1	1	1
"SpisGene3949"	46	45	1	1	1	1	1	1
"SpisGene3950"	440	433	1	1	1	1	1	1
"SpisGene3951"	14	13	1	1	1	1	1	1
"SpisGene3952"	147	137	1.04254096920733	1	0.283877301385702	1	0.747584230416166	1
"SpisGene3954"	20	13	1	1	1	1	1	1
"SpisGene3955"	28	12	1.63461197267308	1	1.11307856244025e-05	1	0.000473982373171949	1
"SpisGene3956"	48	48	1	1	1	1	1	1
"SpisGene3957"	5	5	0.687289987192044	1	0.000319652119686352	1	0.00621350175813459	1
"SpisGene3958"	96	95	1	1	1	1	1	1
"SpisGene3959"	17	13	0.823651687168103	1	0.0104431417591336	1	0.0712731500380474	1
"SpisGene3961"	22	21	1	1	1	1	1	1
"SpisGene3962"	138	136	1	1	1	1	1	1
"SpisGene3963"	51	51	1.03414508189231	1	0.00744077928271641	1	0.0575486358408691	1
"SpisGene3965"	123	123	1.01468580977845	1	0.145981531090554	1	0.436322576259544	1
"SpisGene3971"	28	6	0.551450465247083	1	0.000278898294407786	1	0.00562334422124949	1
"SpisGene3973"	206	203	1	1	1	1	1	1
"SpisGene3974"	86	86	1.02376017645651	1	0.0550125411903073	1	0.222491131935423	1
"SpisGene3977"	27	27	1	1	1	1	1	1
"SpisGene3978"	72	62	0.921977636593824	1	0.00173376501939946	1	0.0205970524817395	1
"SpisGene3979"	36	35	1	1	1	1	1	1
"SpisGene3982"	21	5	1	1	1	1	1	1
"SpisGene3984"	260	240	1	1	1	1	1	1
"SpisGene3985"	201	198	1	1	1	1	1	1
"SpisGene3987"	221	220	1	1	1	1	1	1
"SpisGene3989"	124	118	0.983557065016759	1	0.33799295397147	1	0.865503665974309	1
"SpisGene3993"	517	504	0.995090051252032	1	0.24949340125509	1	0.670156532499363	1
"SpisGene3994"	102	102	1	1	1	1	1	1
"SpisGene3995"	297	292	1	1	1	1	1	1
"SpisGene3997"	52	52	0.963423146641135	1	0.0348203845278688	1	0.164570261710002	1
"SpisGene3998"	40	39	1.07675754343917	1	0.00220682573255635	1	0.0246718516039133	1
"SpisGene3999"	103	103	1	1	1	1	1	1
"SpisGene4001"	207	204	1	1	1	1	1	1
"SpisGene4002"	161	153	1	1	1	1	1	1
"SpisGene4005"	34	33	0.970005741984761	1	0.0520585234411608	1	0.215038836259896	1
"SpisGene4006"	51	49	1	1	1	1	1	1
"SpisGene4008"	165	161	0.949634638901776	1	4.16944810859916e-08	1	6.13131242529868e-06	1
"SpisGene4009"	26	25	1.02838788892792	1	0.0748922554939559	1	0.272692864259769	1
"SpisGene4010"	62	57	1	1	1	1	1	1
"SpisGene4012"	24	22	1.04058333387651	1	0.0202749048101865	1	0.113623945707087	1
"SpisGene4013"	51	51	1	1	1	1	1	1
"SpisGene4015"	457	391	1.00923125184468	1	0.533446665208492	1	1	1
"SpisGene4017"	16	14	1	1	1	1	1	1
"SpisGene4018"	75	71	1	1	1	1	1	1
"SpisGene4023"	16	12	1	1	1	1	1	1
"SpisGene4024"	123	122	1	1	1	1	1	1
"SpisGene4025"	10	9	1	1	1	1	1	1
"SpisGene4026"	166	163	1	1	1	1	1	1
"SpisGene4028"	128	127	0.978747483297513	1	0.0133980646824787	1	0.0853196590760127	1
"SpisGene4039"	47	47	1	1	1	1	1	1
"SpisGene4040"	28	11	0.813234854840032	1	0.0331347335811273	1	0.159165059523629	1
"SpisGene4041"	39	20	0.825091710391916	1	0.00296678350086857	1	0.0299284828947494	1
"SpisGene4042"	13	9	0.901481500479161	1	0.0283485894318946	1	0.142635306954547	1
"SpisGene4043"	91	76	1	1	1	1	1	1
"SpisGene4044"	43	28	0.876961549493351	1	0.0170853757068134	1	0.100875058174756	1
"SpisGene4049"	83	81	0.971797105672123	1	0.00819688683767487	1	0.0613320657616798	1
"SpisGene4051"	167	162	1	1	1	1	1	1
"SpisGene4052"	147	137	1	1	1	1	1	1
"SpisGene4054"	40	40	1.02037363285137	1	0.270769328475006	1	0.718382228470253	1
"SpisGene4055"	197	197	1	1	1	1	1	1
"SpisGene4056"	68	66	1	1	1	1	1	1
"SpisGene4057"	103	101	0.967884983604603	1	0.00476324427264178	1	0.042167491520593	1
"SpisGene4059"	203	198	1	1	1	1	1	1
"SpisGene4060"	15	10	1	1	1	1	1	1
"SpisGene4061"	167	148	1	1	1	1	1	1
"SpisGene4065"	83	82	1	1	1	1	1	1
"SpisGene4066"	33	33	1	1	1	1	1	1
"SpisGene4067"	219	195	0.986461583693466	1	0.367080872964884	1	0.930483784860884	1
"SpisGene4068"	44	44	0.944397164610524	1	0.00756849678179868	1	0.0581838904158941	1
"SpisGene4069"	162	161	1.01661430784065	1	0.0141599793845576	1	0.0886992034131456	1
"SpisGene4070"	61	59	1.05240410204322	1	0.0105858069177955	1	0.0718466858439176	1
"SpisGene4072"	199	199	1	1	1	1	1	1
"SpisGene4073"	15	13	0.752971853254099	1	0.12168241216871	1	0.379956217270363	1
"SpisGene4074"	89	87	1.02065910298027	1	0.640482206079312	1	1	1
"SpisGene4075"	58	57	1.06325528182229	1	0.00227954605890196	1	0.0251685667256097	1
"SpisGene4079"	150	147	0.981065839777818	1	0.460660857009916	1	1	1
"SpisGene4081"	48	37	1	1	1	1	1	1
"SpisGene4082"	26	24	1.0415742242235	1	0.261832052369697	1	0.698535487562988	1
"SpisGene4084"	82	81	1.01312746304936	1	0.110427570218135	1	0.355592896915566	1
"SpisGene4085"	234	233	1	1	1	1	1	1
"SpisGene4086"	86	86	0.980295066421143	1	0.172056711356564	1	0.492627462884819	1
"SpisGene4087"	75	75	1	1	1	1	1	1
"SpisGene4088"	36	36	1	1	1	1	1	1
"SpisGene4089"	29	29	0.976481182678355	1	0.360255191079599	1	0.916340983029727	1
"SpisGene4090"	19	15	1.23640934176562	1	7.8499036050119e-05	1	0.00221991248358144	1
"SpisGene4091"	24	7	1	1	1	1	1	1
"SpisGene4092"	98	96	1.01771418989484	1	0.0521634684856689	1	0.215149922935095	1
"SpisGene4093"	21	19	1	1	1	1	1	1
"SpisGene4094"	18	18	1	1	1	1	1	1
"SpisGene4095"	31	29	1	1	1	1	1	1
"SpisGene4097"	6	5	1	1	1	1	1	1
"SpisGene4102"	15	10	0.674961384374652	1	0.000224910830234365	1	0.00489152864784136	1
"SpisGene4105"	68	51	1.06680372487939	1	0.0410346610605537	1	0.183866487409619	1
"SpisGene4106"	134	134	0.979711842351869	1	0.00698847765603953	1	0.0551704773726074	1
"SpisGene4107"	138	132	1.02079925161116	1	0.0193367254940304	1	0.109749096588034	1
"SpisGene4109"	59	35	1.05121802065169	1	0.0426989971942956	1	0.188214411384919	1
"SpisGene4110"	78	76	1.04453508171012	1	0.135574947131868	1	0.411916278765118	1
"SpisGene4111"	75	75	1	1	1	1	1	1
"SpisGene4113"	9	9	1	1	1	1	1	1
"SpisGene4114"	56	56	1	1	1	1	1	1
"SpisGene4122"	229	228	0.984380500306931	1	0.016643386707925	1	0.0991144233270542	1
"SpisGene4123"	42	42	0.973449166386034	1	0.00850013878682376	1	0.0626336711935584	1
"SpisGene4129"	20	6	1	1	1	1	1	1
"SpisGene4130"	104	104	1.02390600551122	1	0.00783266421789358	1	0.0595988923112384	1
"SpisGene4131"	140	140	1.01111973656307	1	0.195513325952488	1	0.546107928593173	1
"SpisGene4132"	14	14	0.944570871327929	1	0.0241892241169639	1	0.127830835067558	1
"SpisGene4133"	74	72	1	1	1	1	1	1
"SpisGene4134"	287	245	1	1	1	1	1	1
"SpisGene4135"	118	81	0.953259652355695	1	0.00380248259991762	1	0.0357976092996443	1
"SpisGene4136"	169	169	0.986450171065853	1	0.143268737353578	1	0.430313427089492	1
"SpisGene4137"	104	96	1.05079550585441	1	0.187372450927137	1	0.526907384312951	1
"SpisGene4138"	141	136	1	1	1	1	1	1
"SpisGene4140"	24	24	1	1	1	1	1	1
"SpisGene4141"	44	40	1	1	1	1	1	1
"SpisGene4142"	14	14	1	1	1	1	1	1
"SpisGene4143"	16	16	1	1	1	1	1	1
"SpisGene4148"	76	76	1.0804198467197	1	0.00108166165491142	1	0.0145839197946431	1
"SpisGene4160"	119	116	0.948805742600382	1	2.46145911267286e-06	1	0.000149161717327852	1
"SpisGene4166"	121	119	1	1	1	1	1	1
"SpisGene4167"	203	203	1	1	1	1	1	1
"SpisGene4168"	56	54	1	1	1	1	1	1
"SpisGene4169"	10	10	1	1	1	1	1	1
"SpisGene4170"	100	99	0.979492220831622	1	0.0651159029617251	1	0.249102772724546	1
"SpisGene4171"	114	114	1	1	1	1	1	1
"SpisGene4172"	76	74	1	1	1	1	1	1
"SpisGene4174"	33	31	1.03921219701141	1	0.274201273878106	1	0.726788235905223	1
"SpisGene4176"	139	129	1	1	1	1	1	1
"SpisGene4177"	140	131	0.969587269430561	1	0.0105501179160007	1	0.0717057325375891	1
"SpisGene4178"	220	218	1	1	1	1	1	1
"SpisGene4179"	153	152	1	1	1	1	1	1
"SpisGene4180"	254	253	1	1	1	1	1	1
"SpisGene4181"	80	77	0.978487169498425	1	0.0680912080074855	1	0.256832398465991	1
"SpisGene4182"	65	65	1	1	1	1	1	1
"SpisGene4183"	76	66	1	1	1	1	1	1
"SpisGene4185"	27	21	1	1	1	1	1	1
"SpisGene4187"	251	251	1	1	1	1	1	1
"SpisGene4188"	131	129	1	1	1	1	1	1
"SpisGene4190"	138	137	1.0252314072316	1	0.0233438313255127	1	0.124770204579414	1
"SpisGene4192"	90	90	1	1	1	1	1	1
"SpisGene4193"	198	197	0.978327315149131	1	0.00012703816441351	1	0.00323580580904528	1
"SpisGene4195"	20	20	1	1	1	1	1	1
"SpisGene4196"	26	26	1.02860903229764	1	0.119787901449149	1	0.375644232323761	1
"SpisGene4197"	21	16	1.00834570560101	1	0.176956579171527	0.00585326999041764	0.503392858313845	0.201736608513488
"SpisGene4211"	17	16	1	1	1	1	1	1
"SpisGene4213"	6	6	1	1	1	1	1	1
"SpisGene4215"	441	437	0.989554809863936	1	0.0734267679758386	1	0.269492121133286	1
"SpisGene4216"	363	358	1.02993583828772	1	1.65731674306895e-07	1	1.84631781407146e-05	1
"SpisGene4218"	21	21	1.06609812331705	1	0.22731356830086	1	0.620708429014654	1
"SpisGene4219"	91	91	1	1	1	1	1	1
"SpisGene4220"	85	85	1	1	1	1	1	1
"SpisGene4221"	97	95	1	1	1	1	1	1
"SpisGene4223"	66	64	0.954080244758699	1	0.0293119969144682	1	0.145491455431895	1
"SpisGene4224"	250	248	1.02270276304217	1	0.00458952261929815	1	0.0410193233129978	1
"SpisGene4225"	45	41	1.04934610016088	1	0.0272930639105505	1	0.139101294764076	1
"SpisGene4227"	89	84	1.02663582969671	1	0.0210680320366511	1	0.11664624765674	1
"SpisGene4228"	132	132	0.987878605449192	1	0.149365281082036	1	0.443194750246467	1
"SpisGene4229"	180	137	1	1	1	1	1	1
"SpisGene4232"	38	37	1	1	1	1	1	1
"SpisGene4233"	81	80	1	1	1	1	1	1
