"gene"	"ncpgs_orig"	"ncpgs"	"treatment.ratio"	"converged"	"p.value.treatment"	"p.value.inter"	"adj.p.value.treatment"	"adj.p.value.inter"
"SpisGene87"	17	13	0.921774693161883	1	0.320486341910673	0.00517885457617028	0.827010731149466	0.181152674141241
"SpisGene88"	39	38	1.05070997862902	1	0.101635465352913	1	0.335108384866152	1
"SpisGene90"	26	26	1.1630192220214	1	0.00323301058919652	1	0.0316993666655978	1
"SpisGene91"	57	57	1	1	1	1	1	1
"SpisGene93"	86	85	1	1	1	1	1	1
"SpisGene94"	191	189	1	1	1	1	1	1
"SpisGene95"	39	37	1	1	1	1	1	1
"SpisGene99"	16	16	1	1	1	1	1	1
"SpisGene100"	63	61	1	1	1	1	1	1
"SpisGene111"	30	28	1	1	1	1	1	1
"SpisGene112"	8	8	1	1	1	1	1	1
"SpisGene114"	22	22	1	1	1	1	1	1
"SpisGene115"	20	20	1	1	1	1	1	1
"SpisGene116"	108	85	1.02954804255627	1	0.0424497050829003	1	0.187646411767257	1
"SpisGene117"	61	56	1	1	1	1	1	1
"SpisGene118"	16	11	1	1	1	1	1	1
"SpisGene122"	158	156	1	1	1	1	1	1
"SpisGene123"	72	62	1	1	1	1	1	1
"SpisGene124"	44	44	0.972054832056505	1	0.0555413244011729	1	0.223890813896395	1
"SpisGene125"	171	153	1.03230359692941	1	0.0770243513279729	1	0.278433815403544	1
"SpisGene127"	93	90	1	1	1	1	1	1
"SpisGene128"	115	114	0.929763918043034	1	0.00123142887070165	1	0.0161683678749625	1
"SpisGene130"	22	22	1	1	1	1	1	1
"SpisGene131"	44	42	1	1	1	1	1	1
"SpisGene132"	32	31	1	1	1	1	1	1
"SpisGene134"	42	42	0.968974625341196	1	0.0455164972193429	1	0.196627093398157	1
"SpisGene136"	52	52	0.980957442994819	1	0.150786870154674	1	0.446330754411138	1
"SpisGene137"	26	26	1	1	1	1	1	1
"SpisGene139"	22	22	1	1	1	1	1	1
"SpisGene140"	18	17	0.902703004427288	1	0.0684494865411913	1	0.257616856566962	1
"SpisGene141"	134	122	1	1	1	1	1	1
"SpisGene142"	120	115	1	1	1	1	1	1
"SpisGene143"	30	30	1.10168438037405	1	0.00230274483689329	1	0.0253462802456049	1
"SpisGene144"	185	182	1.06763520298236	1	4.74162640806168e-07	1	3.93198478605355e-05	1
"SpisGene147"	90	90	1	1	1	1	1	1
"SpisGene148"	175	164	1	1	1	1	1	1
"SpisGene153"	39	16	1.46132745360735	1	2.10296180446502e-05	1	0.00076294624149489	1
"SpisGene159"	36	34	1.03960749108525	1	0.105433286805977	1	0.344336310388841	1
"SpisGene160"	30	30	0.949811352179126	1	0.0170198356334387	1	0.100632709598051	1
"SpisGene162"	31	31	1	1	1	1	1	1
"SpisGene163"	173	171	1	1	1	1	1	1
"SpisGene164"	106	106	0.986829563425637	1	0.000891966019696853	1	0.0127759652353722	1
"SpisGene165"	95	95	0.981245820490357	1	0.106206041313839	1	0.34593810680754	1
"SpisGene166"	16	16	1	1	1	1	1	1
"SpisGene167"	19	18	1	1	1	1	1	1
"SpisGene170"	153	153	1.01540531755509	1	0.212251847712053	1	0.585231407104059	1
"SpisGene172"	115	114	1	1	1	1	1	1
"SpisGene173"	18	18	1	1	1	1	1	1
"SpisGene176"	70	69	1.04834155074406	1	0.0156758076037342	1	0.0954657548655905	1
"SpisGene177"	113	112	1	1	1	1	1	1
"SpisGene178"	49	49	1	1	1	1	1	1
"SpisGene179"	15	14	0.937484029233732	1	0.081361908957766	1	0.288347681121847	1
"SpisGene181"	74	69	1	1	1	1	1	1
"SpisGene182"	46	45	0.964675027333944	1	0.083717017342892	1	0.293862184683245	1
"SpisGene183"	72	72	1	1	1	1	1	1
"SpisGene184"	230	229	1	1	1	1	1	1
"SpisGene185"	169	169	0.981507719733817	1	0.0881387927376456	1	0.30491930523949	1
"SpisGene186"	95	95	1	1	1	1	1	1
"SpisGene187"	253	253	0.987163726066345	1	0.537557755145043	1	1	1
"SpisGene188"	35	35	1	1	1	1	1	1
"SpisGene190"	27	24	1.02806574370629	1	0.206757777127695	0.000427192887306768	0.573091611948066	0.0229829773371041
"SpisGene191"	30	29	0.963344911801452	1	0.170241975535823	1	0.488958007339738	1
"SpisGene192"	67	66	0.977109811078004	1	0.081169778244506	1	0.287852567285742	1
"SpisGene203"	91	72	1	1	1	1	1	1
"SpisGene205"	43	43	1	1	1	1	1	1
"SpisGene210"	65	60	1	1	1	1	1	1
"SpisGene212"	167	166	1	1	1	1	1	1
"SpisGene214"	36	36	1	1	1	1	1	1
"SpisGene216"	124	123	1.01550041285594	1	0.540069125915694	1	1	1
"SpisGene218"	208	189	0.960858627798638	1	0.00089761846138054	1	0.012823619184671	1
"SpisGene219"	22	22	1	1	1	1	1	1
"SpisGene222"	27	26	1	1	1	1	1	1
"SpisGene223"	36	36	1	1	1	1	1	1
"SpisGene224"	37	29	0.840296895723542	1	0.034617200834357	1.74347893109283e-06	0.16393005925381	0.000228914632512177
"SpisGene225"	77	76	0.961161774688016	1	0.00881750540123477	1	0.0639370592177635	1
"SpisGene226"	54	54	1	1	1	1	1	1
"SpisGene227"	39	38	1	1	1	1	1	1
"SpisGene229"	159	145	1	1	1	1	1	1
"SpisGene238"	61	61	1	1	1	1	1	1
"SpisGene240"	66	62	1	1	1	1	1	1
"SpisGene241"	30	30	1.03777818308343	1	0.04845248184761	1	0.205142964751794	1
"SpisGene242"	63	62	1	1	1	1	1	1
"SpisGene243"	47	47	1	1	1	1	1	1
"SpisGene248"	140	95	0.947594874929934	1	0.0245018998925743	1	0.128865738633859	1
"SpisGene253"	240	13	1	1	1	1	1	1
"SpisGene255"	31	19	1.13640581503188	1	0.0696583465230441	1	0.260604444980547	1
"SpisGene256"	8	5	1	1	1	1	1	1
"SpisGene258"	67	11	0.71055568843625	1	0.00159504181198721	1	0.0193954974028742	1
"SpisGene266"	15	12	1	1	1	1	1	1
"SpisGene268"	80	73	1.03188858234683	1	0.448408795279063	1	1	1
"SpisGene269"	265	261	1.01672017625037	1	0.0309214115514716	1	0.151300908607445	1
"SpisGene270"	55	55	1	1	1	1	1	1
"SpisGene271"	137	129	1	1	1	1	1	1
"SpisGene272"	14	12	1.29973603101576	1	0.0001840485509603	1	0.00418806367411387	1
"SpisGene273"	91	84	1	1	1	1	1	1
"SpisGene276"	73	68	1.01903874859533	1	0.054213512722665	1	0.220866289885073	1
"SpisGene277"	263	260	1	1	1	1	1	1
"SpisGene279"	244	216	1.05222232535508	1	0.000315616425902108	1	0.00616094435623778	1
"SpisGene281"	278	271	1	1	1	1	1	1
"SpisGene282"	125	122	1	1	1	1	1	1
"SpisGene283"	48	48	1	1	1	1	1	1
"SpisGene284"	230	230	1	1	1	1	1	1
"SpisGene285"	40	40	0.969338898167496	1	0.0323233322102124	1	0.156286094399735	1
"SpisGene287"	39	27	0.700620177452374	1	2.15068674727206e-06	1	0.000134010870822958	1
"SpisGene289"	5	5	1	1	1	1	1	1
"SpisGene290"	67	67	1	1	1	1	1	1
"SpisGene291"	258	253	1	1	1	1	1	1
"SpisGene292"	60	58	1	1	1	1	1	1
"SpisGene295"	108	107	1	1	1	1	1	1
"SpisGene296"	76	75	1.03143410538427	1	0.00654999047685502	1	0.0526145993949264	1
"SpisGene298"	45	45	1	1	1	1	1	1
"SpisGene299"	20	18	1	1	1	1	1	1
"SpisGene300"	42	41	1	1	1	1	1	1
"SpisGene301"	78	76	0.975219848006186	1	0.0215415697827531	1	0.118199986633823	1
"SpisGene302"	313	311	1.01132257903317	1	0.0175392201339925	1	0.102566309044434	1
"SpisGene303"	111	111	1	1	1	1	1	1
"SpisGene304"	14	6	1.89778921558298	1	8.47639633015689e-06	1	0.000391155544457324	1
"SpisGene309"	51	50	1	1	1	1	1	1
"SpisGene311"	37	35	1.04293208092389	1	0.0920730136545806	1	0.313952875381475	1
"SpisGene312"	58	58	1	1	1	1	1	1
"SpisGene313"	69	66	1	1	1	1	1	1
"SpisGene314"	36	36	0.973263936999943	1	0.0820530168725455	1	0.289723335909402	1
"SpisGene315"	122	119	1	1	1	1	1	1
"SpisGene316"	99	99	1	1	1	1	1	1
"SpisGene317"	165	165	0.983547318139366	1	0.506143314028789	1	1	1
"SpisGene318"	37	35	1	1	1	1	1	1
"SpisGene319"	43	43	1.03488019670405	1	0.172708957929751	1	0.493729159410892	1
"SpisGene322"	47	33	0.930573325922464	1	0.138286220611454	1	0.418310128119508	1
"SpisGene323"	24	17	1	1	1	1	1	1
"SpisGene324"	6	5	1.16013035725266	1	0.121939775529276	1	0.380552853512275	1
"SpisGene327"	28	21	0.95916194838183	1	0.278583879617987	7.65446764251464e-05	0.735928528935754	0.00551772049864666
"SpisGene328"	30	15	1	1	1	1	1	1
"SpisGene329"	10	7	1	1	1	1	1	1
"SpisGene330"	26	22	1	1	1	1	1	1
"SpisGene331"	86	69	1	1	1	1	1	1
"SpisGene333"	32	32	0.992523755392825	1	0.811325205813438	0.000550213325705938	1	0.0282246640428409
"SpisGene334"	65	64	1	1	1	1	1	1
"SpisGene335"	16	16	1.1013873033568	1	0.00835079753597686	1	0.0620626320918388	1
"SpisGene336"	456	447	1	1	1	1	1	1
"SpisGene337"	249	245	1	1	1	1	1	1
"SpisGene339"	62	62	0.925093424330688	1	0.000170887990351686	1	0.00401005030976329	1
"SpisGene340"	6	6	1	1	1	1	1	1
"SpisGene341"	188	187	1	1	1	1	1	1
"SpisGene344"	137	136	0.9828185800085	1	0.0879078509227045	1	0.304325510656614	1
"SpisGene345"	80	76	0.956543226015942	1	0.00352364573731119	1	0.0339112468034949	1
"SpisGene346"	41	37	0.908094932867544	1	0.000672525462198965	1	0.0104387067305298	1
"SpisGene347"	16	7	1	1	1	1	1	1
"SpisGene348"	48	47	1	1	1	1	1	1
"SpisGene352"	118	118	0.971995103260035	1	0.0173406797746373	1	0.101779610160909	1
"SpisGene353"	250	243	1	1	1	1	1	1
"SpisGene355"	75	73	1	1	1	1	1	1
"SpisGene356"	100	100	1	1	1	1	1	1
"SpisGene357"	390	388	1.0112211332252	1	0.252429429577896	1	0.677053545431569	1
"SpisGene358"	106	97	1	1	1	1	1	1
"SpisGene359"	8	6	1	1	1	1	1	1
"SpisGene360"	563	561	1.01313431638701	1	0.00317856640361168	1	0.0313283367876973	1
"SpisGene361"	460	443	1.02835127873355	1	9.33508030502056e-05	1	0.00254843071000178	1
"SpisGene362"	41	41	1	1	1	1	1	1
"SpisGene367"	60	50	1	1	1	1	1	1
"SpisGene368"	75	75	1	1	1	1	1	1
"SpisGene369"	171	167	0.967217278715469	1	0.00140542453555911	1	0.0177961276724242	1
"SpisGene370"	211	210	0.986522991253218	1	0.412966003199392	1	1	1
"SpisGene371"	38	38	1	1	1	1	1	1
"SpisGene372"	69	67	1.03471217990713	1	0.424821705993639	1	1	1
"SpisGene377"	481	473	1.02249108607733	1	1.116369729775e-07	1	1.35301557688885e-05	1
"SpisGene378"	484	480	1	1	1	1	1	1
"SpisGene382"	567	551	1	1	1	1	1	1
"SpisGene383"	1119	997	1.0095471918096	1	0.00617391152168352	1	0.0502965891434025	1
"SpisGene391"	25	5	2.04762645787963	1	0.00098121589244713	1	0.0136123648777351	1
"SpisGene393"	57	48	1	1	1	1	1	1
"SpisGene398"	213	197	1	1	1	1	1	1
"SpisGene400"	212	168	1	1	1	1	1	1
"SpisGene401"	138	131	1	1	1	1	1	1
"SpisGene403"	59	54	1	1	1	1	1	1
"SpisGene407"	77	56	1	1	1	1	1	1
"SpisGene408"	109	106	1.0304476547848	1	0.0375540762658598	1	0.173577413565897	1
"SpisGene410"	125	113	1.02404528493442	1	0.0941561265932486	1	0.318667879975847	1
"SpisGene411"	46	45	1	1	1	1	1	1
"SpisGene415"	57	57	1.0190149715644	1	0.0294416049949236	1	0.146003354986067	1
"SpisGene416"	141	132	0.985073577205599	1	0.875029255006718	1	1	1
"SpisGene417"	71	59	1	1	1	1	1	1
"SpisGene420"	10	9	1.21271894707305	1	0.0209935010549497	1	0.116467466365714	1
"SpisGene421"	94	86	1.06883939592426	1	0.000206749992168138	1	0.00456963058842162	1
"SpisGene422"	163	163	1	1	1	1	1	1
"SpisGene423"	212	212	0.989177077842589	1	0.0620805915190159	1	0.241171836513993	1
"SpisGene424"	23	20	1	1	1	1	1	1
"SpisGene425"	229	224	1	1	1	1	1	1
"SpisGene427"	138	130	1	1	1	1	1	1
"SpisGene429"	350	349	0.972556349492406	1	0.0719268357677035	1	0.266023162871228	1
"SpisGene430"	73	44	1	1	1	1	1	1
"SpisGene431"	174	174	1	1	1	1	1	1
"SpisGene432"	62	45	1	1	1	1	1	1
"SpisGene433"	180	173	0.941114542676759	1	0.00376360111015765	1	0.0356604438521725	1
"SpisGene434"	171	165	0.974589527059157	1	0.23760836194582	1	0.643561548109148	1
"SpisGene435"	14	14	1	1	1	1	1	1
"SpisGene437"	32	30	1.05503718526457	1	0.071836581422941	1	0.265813397650121	1
"SpisGene438"	53	52	1.03701285390675	1	0.141830471267914	1	0.426690744029958	1
"SpisGene440"	57	54	0.927552285764174	1	0.00136908066869776	1	0.017456174213951	1
"SpisGene442"	27	24	1	1	1	1	1	1
"SpisGene443"	16	16	1	1	1	1	1	1
"SpisGene444"	30	30	1.04153291747703	1	0.118249460304329	1	0.372898957874088	1
"SpisGene446"	10	8	1	1	1	1	1	1
"SpisGene447"	39	39	1	1	1	1	1	1
"SpisGene448"	158	158	1	1	1	1	1	1
"SpisGene449"	33	33	1	1	1	1	1	1
"SpisGene450"	62	62	0.978413858543333	1	0.104750953081608	1	0.342412051433627	1
"SpisGene452"	51	49	1	1	1	1	1	1
"SpisGene453"	129	109	1	1	1	1	1	1
"SpisGene455"	17	7	1	1	1	1	1	1
"SpisGene458"	20	10	0.841049485775679	1	0.0642140118506417	1	0.246937355892862	1
"SpisGene459"	154	139	1	1	1	1	1	1
"SpisGene460"	30	30	1	1	1	1	1	1
"SpisGene462"	58	57	0.960489131631291	1	0.012122423801248	1	0.0793461199430057	1
"SpisGene465"	30	25	1	1	1	1	1	1
"SpisGene466"	19	19	1	1	1	1	1	1
"SpisGene468"	44	39	1	1	1	1	1	1
"SpisGene476"	6	6	1.17463885713696	1	0.799055594568948	0.0278920541813996	1	0.70880522019967
"SpisGene478"	10	10	1.13113489063018	1	0.846315911319778	0.00788038822550552	1	0.257397752928483
"SpisGene479"	119	117	1	1	1	1	1	1
"SpisGene480"	7	6	1	1	1	1	1	1
"SpisGene483"	101	98	1	1	1	1	1	1
"SpisGene490"	308	278	0.983809231843297	1	0.0663322001440127	1	0.252007521663216	1
"SpisGene491"	10	10	1.04260020096611	1	0.779224692978788	0.0154195659586034	1	0.442080852743787
"SpisGene492"	83	82	1	1	1	1	1	1
"SpisGene493"	59	57	1	1	1	1	1	1
"SpisGene496"	112	104	1.02639916841488	1	0.00816801706197899	1	0.061228434842681	1
"SpisGene497"	102	102	1	1	1	1	1	1
"SpisGene498"	46	46	1	1	1	1	1	1
"SpisGene499"	55	55	1	1	1	1	1	1
"SpisGene502"	98	95	1.03743330457762	1	0.0012839365168191	1	0.0166296127272211	1
"SpisGene507"	14	8	1	1	1	1	1	1
"SpisGene510"	78	78	1.02075813508606	1	0.0343325377926547	1	0.163199416301864	1
"SpisGene511"	206	201	0.980711631208386	1	0.0493535654238368	1	0.207439204672064	1
"SpisGene512"	169	168	1	1	1	1	1	1
"SpisGene513"	39	39	1	1	1	1	1	1
"SpisGene514"	73	72	1	1	1	1	1	1
"SpisGene516"	18	18	1	1	1	1	1	1
"SpisGene519"	82	82	1.02905032484059	1	0.0546149284480072	1	0.221696005098664	1
"SpisGene521"	78	75	1	1	1	1	1	1
"SpisGene522"	18	18	1	1	1	1	1	1
"SpisGene523"	52	52	1	1	1	1	1	1
"SpisGene524"	94	94	1	1	1	1	1	1
"SpisGene525"	127	124	1	1	1	1	1	1
"SpisGene529"	36	35	0.938085257912695	1	0.208307128604604	1	0.576227569947373	1
"SpisGene531"	53	50	0.930204613865077	1	0.010921854734921	1	0.0734942866817836	1
"SpisGene532"	32	31	1	1	1	1	1	1
"SpisGene533"	111	109	1	1	1	1	1	1
"SpisGene536"	33	32	0.971256275846665	1	0.072917549525341	1	0.268296643736689	1
"SpisGene537"	129	129	1	1	1	1	1	1
"SpisGene538"	79	78	1.03212425784836	1	0.0138131080073989	1	0.0872535900421552	1
"SpisGene539"	51	51	0.96320750603183	1	0.505695009141484	1	1	1
"SpisGene542"	15	11	1	1	1	1	1	1
"SpisGene543"	28	28	0.962344621718731	1	0.0664154303338349	1	0.252236839239623	1
"SpisGene544"	123	118	1	1	1	1	1	1
"SpisGene545"	156	154	1	1	1	1	1	1
"SpisGene546"	40	40	1	1	1	1	1	1
"SpisGene548"	297	282	1	1	1	1	1	1
"SpisGene550"	16	9	1	1	1	1	1	1
"SpisGene553"	77	72	1	1	1	1	1	1
"SpisGene556"	47	44	0.967613666618854	1	0.897892512412607	1	1	1
"SpisGene557"	67	67	0.979401426610888	1	0.265078571911414	1	0.705490243631994	1
"SpisGene560"	24	13	1.37882562274919	1	0.00970609601149684	1	0.0678381070410637	1
"SpisGene563"	9	7	1	1	1	1	1	1
"SpisGene568"	18	18	0.968066006216909	1	0.0734093269417782	1	0.269492121133286	1
"SpisGene569"	108	104	1	1	1	1	1	1
"SpisGene571"	29	29	1	1	1	1	1	1
"SpisGene573"	112	112	1	1	1	1	1	1
"SpisGene577"	67	67	1	1	1	1	1	1
"SpisGene578"	146	142	0.984243144958225	1	0.119390370878967	1	0.374930637933978	1
"SpisGene579"	65	62	1.25000636541202	1	2.15962394104518e-05	2.56042502662012e-10	0.00077471645549752	1.34471083898063e-07
"SpisGene580"	159	153	0.700656561827955	1	2.73851163958873e-40	1	1.00676816243414e-36	1
"SpisGene581"	38	36	1.05437537681495	1	0.053202875826301	1	0.217874804638211	1
"SpisGene582"	76	75	1	1	1	1	1	1
"SpisGene583"	153	149	0.983866219749177	1	0.486358188491866	1	1	1
"SpisGene584"	101	101	1.05717258882482	1	2.73539173559338e-05	1	0.000928265706211057	1
"SpisGene585"	26	26	1.04267238413803	1	0.143318536956125	0.00105030495105774	0.430345805632753	0.0483527535278799
"SpisGene588"	56	56	1.01459980180712	1	0.116797393091325	1	0.370037977784457	1
"SpisGene589"	52	52	1.02837496954101	1	0.0236625805278147	1	0.125937394802048	1
"SpisGene590"	175	167	1	1	1	1	1	1
"SpisGene591"	133	131	0.962134993663635	1	0.00364081526023812	1	0.0347718069606986	1
"SpisGene594"	20	20	1	1	1	1	1	1
"SpisGene595"	113	113	1.012750423108	1	0.417748901709085	1	1	1
"SpisGene596"	12	12	0.907858858862627	1	0.0161313835360336	1	0.0974332031867004	1
"SpisGene597"	48	47	1.04850463340597	1	0.0827173482441727	1	0.291466336672518	1
"SpisGene598"	246	244	1.00871185196264	1	0.489456460512514	1	1	1
"SpisGene599"	61	53	0.928334551898376	1	0.361971113992557	1.76923473117759e-07	0.919857008346522	3.54779815457411e-05
"SpisGene600"	132	113	1	1	1	1	1	1
"SpisGene601"	181	180	1.02340577284149	1	0.00346091641540413	1	0.0334535031949975	1
"SpisGene602"	156	150	0.981119931336811	1	0.0131136439109038	1	0.084234349850529	1
"SpisGene604"	48	48	1	1	1	1	1	1
"SpisGene605"	42	37	0.953530364098522	1	0.0842594839324767	1	0.295202620168769	1
"SpisGene606"	27	25	1.05413664675112	1	0.00118897674487756	1	0.0156856752622663	1
"SpisGene608"	205	204	1	1	1	1	1	1
"SpisGene610"	241	240	0.974252247078792	1	0.00058735554645199	1	0.00952638870855735	1
"SpisGene612"	19	6	1	1	1	1	1	1
"SpisGene613"	23	10	1	1	1	1	1	1
"SpisGene615"	236	235	0.974543341472318	1	0.00032232204813363	1	0.00623664889274703	1
"SpisGene616"	56	56	1	1	1	1	1	1
"SpisGene617"	67	66	1	1	1	1	1	1
"SpisGene618"	43	42	1	1	1	1	1	1
"SpisGene619"	58	57	1	1	1	1	1	1
"SpisGene620"	25	24	1	1	1	1	1	1
"SpisGene622"	142	137	1.02022702821334	1	0.105670713112285	1	0.344926821678599	1
"SpisGene623"	14	14	0.950751042887808	1	0.141532494495801	0.00861513563951917	0.426143019872835	0.277015542181507
"SpisGene624"	286	286	1	1	1	1	1	1
"SpisGene625"	360	352	0.988418349779087	1	0.00722484408929332	1	0.0564325817711161	1
"SpisGene627"	50	48	1	1	1	1	1	1
"SpisGene628"	39	35	1	1	1	1	1	1
"SpisGene629"	185	179	1.00744761551276	1	0.923297502690824	2.16266786293195e-14	1	2.16836944184332e-11
"SpisGene640"	82	49	1	1	1	1	1	1
"SpisGene643"	192	179	1	1	1	1	1	1
"SpisGene644"	57	50	0.960851204436051	1	0.00497911105582462	1	0.0433007776225497	1
"SpisGene646"	68	66	0.978709323449762	1	0.205056924616046	1	0.568949137507011	1
"SpisGene647"	409	406	1.01030255016763	1	0.00445825318613332	1	0.0400662432749593	1
"SpisGene648"	11	10	1.29820954553765	1	0.00850146031161093	0.0018320291126218	0.0626336711935584	0.0780133169231884
"SpisGene654"	177	160	1	1	1	1	1	1
"SpisGene657"	121	120	1.02466537055466	1	0.036951564868669	1	0.171304589757729	1
"SpisGene658"	139	139	1	1	1	1	1	1
"SpisGene659"	117	116	1	1	1	1	1	1
"SpisGene660"	11	11	1	1	1	1	1	1
"SpisGene661"	15	12	1	1	1	1	1	1
"SpisGene662"	48	45	0.968588470074096	1	0.311431751044404	1	0.808754599074341	1
"SpisGene664"	66	64	0.98242300741884	1	0.132608010945194	1	0.405470959998487	1
"SpisGene667"	143	140	1	1	1	1	1	1
"SpisGene668"	121	120	1	1	1	1	1	1
"SpisGene669"	99	95	1.35142352650827	1	3.60259065433167e-17	1	2.337233666272e-14	1
"SpisGene670"	938	902	0.984087992436422	1	0.0425623309088677	1	0.187957072035602	1
"SpisGene672"	137	135	1	1	1	1	1	1
"SpisGene680"	7	6	1.41379310344679	1	0.0283620357430408	1	0.142637889744641	1
"SpisGene686"	73	15	0.925612787319318	1	0.157417105298164	1	0.459421342771486	1
"SpisGene696"	40	13	1	1	1	1	1	1
"SpisGene697"	1042	950	1	1	1	1	1	1
"SpisGene699"	67	66	1	1	1	1	1	1
"SpisGene700"	56	54	1	1	1	1	1	1
"SpisGene701"	111	107	1	1	1	1	1	1
"SpisGene702"	258	253	0.984608024487911	1	0.00778030721863286	1	0.0594245209932838	1
"SpisGene703"	22	22	1	1	1	1	1	1
"SpisGene708"	75	75	1	1	1	1	1	1
"SpisGene709"	8	8	1	1	1	1	1	1
"SpisGene710"	47	47	1.04606845949252	1	0.0119037110705814	1	0.0782395884370934	1
"SpisGene711"	129	126	1.06641564007074	1	1.90176831495562e-07	1	2.03636919860636e-05	1
"SpisGene714"	141	125	0.865079893446818	1	0.000302374907417851	1	0.00596581905887564	1
"SpisGene715"	78	78	0.942452116820473	1	0.164119949105821	1	0.47508633036433	1
"SpisGene717"	115	114	0.977953463105817	1	0.426558736309131	1	1	1
"SpisGene725"	539	527	1	1	1	1	1	1
"SpisGene729"	391	383	1.01821999382135	1	0.0449322959523176	1	0.194520826324455	1
"SpisGene735"	68	55	0.910818960105408	1	4.53611244118354e-05	1	0.00141324248909077	1
"SpisGene736"	244	241	1.01707397948183	1	0.0439136966971152	1	0.191845575259029	1
"SpisGene740"	59	19	1	1	1	1	1	1
"SpisGene743"	14	9	1.6605069385363	1	0.00045390621383837	1	0.00798577956516771	1
"SpisGene744"	100	91	1	1	1	1	1	1
"SpisGene749"	98	97	1	1	1	1	1	1
"SpisGene751"	239	230	0.973469409782898	1	0.153332951099331	1	0.451082720105233	1
"SpisGene757"	134	134	0.974368157805021	1	0.0137042895715135	1	0.0868647182093229	1
"SpisGene758"	85	84	1	1	1	1	1	1
"SpisGene759"	15	11	1	1	1	1	1	1
"SpisGene760"	107	107	0.986271228416779	1	0.0384023037779006	1	0.175888292510991	1
"SpisGene761"	283	279	1	1	1	1	1	1
